ID клиента,Тип компании,Прибыль компании-клиента,Постоянный или новый клиент,Потребность клиента в товаре,Договор_заключен,Стадия работы с клиентом
403,Финансы,19686077,Постоянный,Срочная потребность,1,Договор заключен
404,Ритейл,7936721,Постоянный,Высокая потребность,1,Договор заключен
405,Продажи,7138205,Новый,Средняя потребность,0,Холодный звонок
406,Продажи,7207513,Постоянный,Высокая потребность,1,Договор заключен
407,Продажи,12818737,Постоянный,Средняя потребность,0,Работа над договором
408,Строительство,13236975,Постоянный,Средняя потребность,1,Договор заключен
409,Ритейл,9557564,Постоянный,Срочная потребность,1,Договор заключен
410,Маркетинг,1560069,Постоянный,Высокая потребность,1,Договор заключен
411,Строительство,19734580,Постоянный,Срочная потребность,0,Работа над договором
412,Строительство,4558736,Новый,Средняя потребность,0,Холодный звонок
413,Строительство,2012085,Новый,Высокая потребность,0,Договор расторгнут
414,Маркетинг,12008043,Новый,Средняя потребность,0,Холодный звонок
415,Маркетинг,8335642,Новый,Низкая потребность,0,Холодный звонок
416,Консалтинг,12369009,Новый,Средняя потребность,0,Работа над договором
417,Ритейл,17529450,Постоянный,Высокая потребность,0,Работа над договором
418,Маркетинг,2081893,Постоянный,Нет потребности,0,Работа над договором
419,Финансы,5788418,Постоянный,Срочная потребность,1,Договор заключен
420,Продажи,10403944,Постоянный,Низкая потребность,0,Холодный звонок
421,Ритейл,15787688,Постоянный,Низкая потребность,0,Работа над договором
422,Консалтинг,12072763,Новый,Высокая потребность,0,Холодный звонок
423,Торговля,7748245,Постоянный,Низкая потребность,0,Работа над договором
424,Консалтинг,12259716,Постоянный,Срочная потребность,1,Договор заключен
425,Финансы,19602574,Постоянный,Высокая потребность,0,Холодный звонок
426,Строительство,9679063,Постоянный,Нет потребности,1,Договор заключен
427,Ритейл,17688067,Постоянный,Высокая потребность,1,Договор заключен
428,Торговля,15632131,Новый,Высокая потребность,1,Договор заключен
429,Маркетинг,6131209,Постоянный,Высокая потребность,1,Договор заключен
430,Торговля,5102636,Постоянный,Срочная потребность,1,Договор заключен
431,Маркетинг,15438333,Постоянный,Высокая потребность,1,Договор заключен
432,Торговля,4268472,Постоянный,Высокая потребность,1,Договор заключен
433,Торговля,6836602,Постоянный,Средняя потребность,0,Холодный звонок
434,Маркетинг,4822628,Постоянный,Высокая потребность,1,Договор заключен
435,Продажи,12186302,Постоянный,Срочная потребность,1,Договор заключен
436,Маркетинг,5988674,Постоянный,Высокая потребность,1,Договор заключен
437,Продажи,13220843,Новый,Высокая потребность,1,Договор заключен
438,Ритейл,18706657,Постоянный,Средняя потребность,0,Работа над договором
439,Маркетинг,16617468,Новый,Высокая потребность,0,Холодный звонок
440,Финансы,18966885,Постоянный,Срочная потребность,1,Договор заключен
441,Ритейл,635349,Постоянный,Низкая потребность,0,Работа над договором
442,Финансы,9190787,Новый,Низкая потребность,0,Холодный звонок
443,Маркетинг,4520134,Постоянный,Высокая потребность,0,Работа над договором
444,Продажи,18369688,Постоянный,Средняя потребность,1,Договор заключен
445,Продажи,14281568,Постоянный,Высокая потребность,0,Работа над договором
446,Консалтинг,6506387,Постоянный,Нет потребности,0,Холодный звонок
447,Финансы,11335936,Постоянный,Средняя потребность,0,Договор расторгнут
448,Ритейл,12167828,Новый,Высокая потребность,1,Договор заключен
449,Продажи,9987760,Новый,Высокая потребность,1,Договор заключен
450,Финансы,9565891,Постоянный,Высокая потребность,0,Холодный звонок
451,Ритейл,1245917,Постоянный,Высокая потребность,1,Договор заключен
452,Ритейл,9131367,Постоянный,Высокая потребность,1,Договор заключен
453,Продажи,7063276,Постоянный,Высокая потребность,0,Работа над договором
454,Маркетинг,16392269,Постоянный,Высокая потребность,0,Договор расторгнут
455,Консалтинг,17322239,Новый,Высокая потребность,0,Холодный звонок
456,Продажи,15045756,Новый,Высокая потребность,0,Холодный звонок
457,Строительство,763222,Постоянный,Низкая потребность,0,Холодный звонок
458,Консалтинг,16848355,Постоянный,Средняя потребность,0,Холодный звонок
459,Торговля,8019259,Постоянный,Высокая потребность,0,Договор расторгнут
460,Маркетинг,8414922,Постоянный,Срочная потребность,1,Договор заключен
461,Торговля,18911193,Постоянный,Высокая потребность,1,Договор заключен
462,Маркетинг,17365817,Постоянный,Низкая потребность,0,Холодный звонок
463,Торговля,1159982,Постоянный,Высокая потребность,0,Холодный звонок
464,Финансы,7292682,Постоянный,Средняя потребность,0,Работа над договором
465,Маркетинг,15031659,Новый,Высокая потребность,0,Холодный звонок
466,Ритейл,10846114,Постоянный,Срочная потребность,0,Работа над договором
467,Строительство,5263610,Новый,Высокая потребность,1,Договор заключен
468,Консалтинг,10566814,Постоянный,Высокая потребность,1,Договор заключен
469,Строительство,17352185,Постоянный,Средняя потребность,1,Договор заключен
470,Ритейл,4582292,Постоянный,Средняя потребность,1,Договор заключен
471,Торговля,14959449,Постоянный,Срочная потребность,1,Договор заключен
472,Торговля,14735004,Постоянный,Высокая потребность,1,Договор заключен
473,Продажи,17731247,Постоянный,Высокая потребность,0,Холодный звонок
474,Продажи,6064139,Новый,Средняя потребность,1,Договор заключен
475,Консалтинг,4436107,Постоянный,Нет потребности,0,Холодный звонок
476,Торговля,11020945,Постоянный,Низкая потребность,0,Работа над договором
477,Торговля,10696161,Постоянный,Низкая потребность,0,Холодный звонок
478,Маркетинг,8279268,Постоянный,Средняя потребность,0,Работа над договором
479,Консалтинг,15618508,Постоянный,Срочная потребность,1,Договор заключен
480,Маркетинг,16011114,Постоянный,Высокая потребность,1,Договор заключен
481,Финансы,5027139,Новый,Средняя потребность,0,Холодный звонок
482,Торговля,15941262,Новый,Низкая потребность,0,Холодный звонок
483,Строительство,4730314,Постоянный,Средняя потребность,1,Договор заключен
484,Торговля,8241530,Постоянный,Срочная потребность,1,Договор заключен
485,Продажи,689565,Постоянный,Средняя потребность,0,Холодный звонок
486,Строительство,6906820,Новый,Высокая потребность,1,Договор заключен
487,Финансы,19176528,Постоянный,Высокая потребность,0,Работа над договором
488,Продажи,8934863,Постоянный,Низкая потребность,0,Холодный звонок
489,Торговля,14243835,Постоянный,Высокая потребность,1,Договор заключен
490,Консалтинг,2292346,Новый,Срочная потребность,0,Договор расторгнут
491,Ритейл,12765873,Постоянный,Средняя потребность,1,Договор заключен
492,Ритейл,7525768,Постоянный,Нет потребности,0,Холодный звонок
493,Торговля,14918295,Новый,Срочная потребность,1,Договор заключен
494,Консалтинг,18571180,Постоянный,Срочная потребность,1,Договор заключен
495,Финансы,10702516,Новый,Высокая потребность,1,Договор заключен
496,Финансы,2191130,Постоянный,Высокая потребность,1,Договор заключен
497,Маркетинг,9601256,Постоянный,Низкая потребность,0,Холодный звонок
498,Финансы,2593709,Постоянный,Срочная потребность,0,Работа над договором
499,Ритейл,9073214,Новый,Высокая потребность,1,Договор заключен
500,Финансы,1363768,Постоянный,Нет потребности,0,Договор расторгнут
501,Маркетинг,12862718,Постоянный,Высокая потребность,0,Холодный звонок
502,Консалтинг,6312444,Постоянный,Срочная потребность,0,Холодный звонок
503,Ритейл,4150469,Постоянный,Срочная потребность,1,Договор заключен
504,Ритейл,493475,Постоянный,Средняя потребность,0,Работа над договором
505,Строительство,17777965,Постоянный,Нет потребности,1,Договор заключен
506,Продажи,16768337,Постоянный,Срочная потребность,1,Договор заключен
507,Продажи,16263284,Новый,Срочная потребность,1,Договор заключен
508,Строительство,1304015,Постоянный,Высокая потребность,0,Холодный звонок
509,Строительство,7088837,Постоянный,Высокая потребность,1,Договор заключен
510,Строительство,19431287,Постоянный,Средняя потребность,1,Договор заключен
511,Ритейл,11635394,Постоянный,Средняя потребность,1,Договор заключен
512,Торговля,2700636,Постоянный,Низкая потребность,1,Договор заключен
513,Торговля,2949391,Постоянный,Низкая потребность,0,Холодный звонок
514,Торговля,5372764,Новый,Средняя потребность,0,Холодный звонок
515,Ритейл,19451073,Постоянный,Срочная потребность,1,Договор заключен
516,Маркетинг,3516794,Постоянный,Низкая потребность,0,Работа над договором
517,Ритейл,18072419,Постоянный,Средняя потребность,0,Работа над договором
518,Маркетинг,13608566,Новый,Высокая потребность,1,Договор заключен
519,Продажи,18449665,Постоянный,Низкая потребность,1,Договор заключен
520,Консалтинг,16546354,Постоянный,Низкая потребность,0,Холодный звонок
521,Финансы,6743436,Новый,Высокая потребность,0,Договор расторгнут
522,Строительство,16583724,Постоянный,Средняя потребность,1,Договор заключен
523,Строительство,3507323,Новый,Высокая потребность,1,Договор заключен
524,Торговля,5925739,Постоянный,Срочная потребность,1,Договор заключен
525,Финансы,4353677,Постоянный,Низкая потребность,0,Холодный звонок
526,Финансы,2793394,Постоянный,Срочная потребность,0,Холодный звонок
527,Ритейл,1936527,Новый,Срочная потребность,0,Холодный звонок
528,Строительство,3869874,Постоянный,Срочная потребность,0,Холодный звонок
529,Ритейл,2534196,Постоянный,Высокая потребность,0,Работа над договором
530,Ритейл,7701437,Постоянный,Высокая потребность,0,Договор расторгнут
531,Консалтинг,1565395,Постоянный,Высокая потребность,1,Договор заключен
532,Строительство,1366342,Постоянный,Высокая потребность,0,Холодный звонок
533,Строительство,19797987,Постоянный,Нет потребности,0,Работа над договором
534,Строительство,1890732,Новый,Срочная потребность,0,Холодный звонок
535,Консалтинг,1620045,Постоянный,Высокая потребность,0,Договор расторгнут
536,Строительство,747606,Постоянный,Высокая потребность,1,Договор заключен
537,Продажи,2780960,Постоянный,Средняя потребность,0,Холодный звонок
538,Маркетинг,10629194,Постоянный,Нет потребности,0,Холодный звонок
539,Продажи,16571003,Постоянный,Высокая потребность,1,Договор заключен
540,Маркетинг,14737617,Постоянный,Высокая потребность,1,Договор заключен
541,Консалтинг,11667768,Постоянный,Средняя потребность,1,Договор заключен
542,Маркетинг,1837738,Постоянный,Средняя потребность,0,Холодный звонок
543,Строительство,15522181,Постоянный,Средняя потребность,1,Договор заключен
544,Строительство,889439,Постоянный,Высокая потребность,1,Договор заключен
545,Торговля,12673603,Постоянный,Средняя потребность,1,Договор заключен
546,Маркетинг,8275238,Постоянный,Срочная потребность,0,Холодный звонок
547,Продажи,17661175,Постоянный,Низкая потребность,0,Работа над договором
548,Консалтинг,6254531,Постоянный,Средняя потребность,0,Договор расторгнут
549,Продажи,12823580,Новый,Средняя потребность,1,Договор заключен
550,Консалтинг,8883900,Постоянный,Высокая потребность,1,Договор заключен
551,Торговля,10514183,Постоянный,Высокая потребность,0,Договор расторгнут
552,Финансы,18785139,Постоянный,Высокая потребность,1,Договор заключен
553,Торговля,14298081,Постоянный,Срочная потребность,1,Договор заключен
554,Финансы,8378936,Постоянный,Средняя потребность,0,Работа над договором
555,Ритейл,9030746,Постоянный,Высокая потребность,1,Договор заключен
556,Продажи,14135741,Постоянный,Нет потребности,0,Холодный звонок
557,Торговля,7019366,Новый,Средняя потребность,0,Холодный звонок
558,Ритейл,3481978,Постоянный,Средняя потребность,1,Договор заключен
559,Торговля,9432901,Постоянный,Нет потребности,0,Работа над договором
560,Торговля,1504267,Постоянный,Высокая потребность,0,Договор расторгнут
561,Продажи,3518824,Новый,Высокая потребность,0,Работа над договором
562,Маркетинг,8501061,Постоянный,Высокая потребность,0,Холодный звонок
563,Продажи,15961948,Постоянный,Высокая потребность,1,Договор заключен
564,Строительство,15661137,Постоянный,Высокая потребность,1,Договор заключен
565,Ритейл,5324970,Постоянный,Средняя потребность,0,Холодный звонок
566,Строительство,8525268,Новый,Нет потребности,0,Работа над договором
567,Строительство,3197601,Постоянный,Низкая потребность,0,Работа над договором
568,Строительство,15141596,Постоянный,Высокая потребность,1,Договор заключен
569,Консалтинг,5040091,Постоянный,Срочная потребность,1,Договор заключен
570,Продажи,16020597,Постоянный,Нет потребности,1,Договор заключен
571,Ритейл,16865092,Новый,Высокая потребность,1,Договор заключен
572,Финансы,13828339,Постоянный,Высокая потребность,1,Договор заключен
573,Строительство,6704495,Постоянный,Срочная потребность,1,Договор заключен
574,Маркетинг,19065246,Новый,Высокая потребность,1,Договор заключен
575,Маркетинг,13768089,Новый,Высокая потребность,0,Работа над договором
576,Финансы,12969914,Постоянный,Высокая потребность,0,Холодный звонок
577,Ритейл,17149731,Постоянный,Срочная потребность,0,Договор расторгнут
578,Продажи,17647163,Постоянный,Низкая потребность,0,Договор расторгнут
579,Ритейл,1693231,Постоянный,Срочная потребность,0,Работа над договором
580,Маркетинг,17648717,Постоянный,Нет потребности,0,Работа над договором
581,Маркетинг,15335734,Постоянный,Срочная потребность,0,Холодный звонок
582,Торговля,4249460,Новый,Нет потребности,0,Работа над договором
583,Маркетинг,6257159,Новый,Низкая потребность,0,Холодный звонок
584,Маркетинг,15090403,Новый,Нет потребности,1,Договор заключен
585,Финансы,4449953,Новый,Средняя потребность,1,Договор заключен
586,Ритейл,9130436,Постоянный,Средняя потребность,1,Договор заключен
587,Консалтинг,13824693,Постоянный,Низкая потребность,0,Холодный звонок
588,Маркетинг,13062217,Постоянный,Средняя потребность,1,Договор заключен
589,Торговля,18209462,Постоянный,Средняя потребность,1,Договор заключен
590,Торговля,2364008,Постоянный,Высокая потребность,0,Холодный звонок
591,Торговля,6006131,Постоянный,Срочная потребность,1,Договор заключен
592,Ритейл,19699854,Постоянный,Высокая потребность,1,Договор заключен
593,Строительство,11441351,Постоянный,Низкая потребность,0,Работа над договором
594,Ритейл,5086833,Постоянный,Средняя потребность,0,Холодный звонок
595,Финансы,5903207,Постоянный,Срочная потребность,0,Холодный звонок
596,Торговля,6883369,Постоянный,Низкая потребность,1,Договор заключен
597,Консалтинг,11152568,Постоянный,Средняя потребность,1,Договор заключен
598,Торговля,5798163,Новый,Срочная потребность,1,Договор заключен
599,Консалтинг,12493961,Новый,Срочная потребность,1,Договор заключен
600,Консалтинг,8988557,Постоянный,Средняя потребность,1,Договор заключен
601,Консалтинг,12265157,Постоянный,Высокая потребность,0,Работа над договором
602,Торговля,3229155,Постоянный,Средняя потребность,0,Работа над договором
603,Торговля,12527395,Новый,Высокая потребность,1,Договор заключен
604,Маркетинг,18506121,Новый,Нет потребности,0,Холодный звонок
605,Торговля,2831333,Постоянный,Низкая потребность,0,Холодный звонок
606,Продажи,6649748,Постоянный,Высокая потребность,1,Договор заключен
607,Финансы,13916778,Постоянный,Средняя потребность,1,Договор заключен
608,Продажи,12405478,Постоянный,Высокая потребность,1,Договор заключен
609,Ритейл,13543794,Новый,Средняя потребность,1,Договор заключен
610,Ритейл,11257356,Постоянный,Срочная потребность,1,Договор заключен
611,Торговля,13699374,Постоянный,Срочная потребность,1,Договор заключен
612,Продажи,12246339,Постоянный,Высокая потребность,1,Договор заключен
613,Торговля,1620300,Постоянный,Высокая потребность,1,Договор заключен
614,Финансы,15062977,Новый,Средняя потребность,0,Работа над договором
615,Консалтинг,9019751,Новый,Высокая потребность,0,Холодный звонок
616,Консалтинг,1171298,Постоянный,Низкая потребность,0,Работа над договором
617,Строительство,8269347,Постоянный,Срочная потребность,1,Договор заключен
618,Строительство,8788316,Новый,Срочная потребность,0,Холодный звонок
619,Маркетинг,1871222,Постоянный,Срочная потребность,1,Договор заключен
620,Маркетинг,19922352,Новый,Срочная потребность,1,Договор заключен
621,Продажи,4564003,Постоянный,Срочная потребность,0,Работа над договором
622,Продажи,6713557,Постоянный,Средняя потребность,0,Холодный звонок
623,Строительство,8903108,Новый,Срочная потребность,1,Договор заключен
624,Финансы,16675246,Постоянный,Высокая потребность,1,Договор заключен
625,Консалтинг,14896690,Постоянный,Средняя потребность,0,Договор расторгнут
626,Строительство,15453616,Постоянный,Высокая потребность,0,Холодный звонок
627,Финансы,4855682,Постоянный,Средняя потребность,0,Работа над договором
628,Финансы,16931876,Постоянный,Средняя потребность,1,Договор заключен
629,Продажи,16620535,Постоянный,Средняя потребность,1,Договор заключен
630,Финансы,9357601,Новый,Низкая потребность,0,Холодный звонок
631,Торговля,10984095,Новый,Высокая потребность,0,Договор расторгнут
632,Финансы,887229,Постоянный,Срочная потребность,1,Договор заключен
633,Продажи,15244370,Постоянный,Высокая потребность,1,Договор заключен
634,Финансы,19224313,Постоянный,Высокая потребность,1,Договор заключен
635,Строительство,9530236,Новый,Средняя потребность,1,Договор заключен
636,Консалтинг,10878952,Постоянный,Средняя потребность,0,Холодный звонок
637,Строительство,10059005,Постоянный,Низкая потребность,0,Работа над договором
638,Финансы,1790500,Постоянный,Срочная потребность,1,Договор заключен
639,Торговля,12451429,Постоянный,Низкая потребность,1,Договор заключен
640,Ритейл,14470696,Постоянный,Высокая потребность,1,Договор заключен
641,Консалтинг,18570216,Постоянный,Высокая потребность,0,Холодный звонок
642,Ритейл,18606250,Новый,Высокая потребность,0,Договор расторгнут
643,Торговля,9912479,Новый,Срочная потребность,0,Работа над договором
644,Продажи,19185825,Новый,Средняя потребность,0,Работа над договором
645,Торговля,10643852,Постоянный,Срочная потребность,1,Договор заключен
646,Финансы,12894578,Постоянный,Высокая потребность,1,Договор заключен
647,Продажи,12099639,Постоянный,Высокая потребность,1,Договор заключен
648,Продажи,19973838,Новый,Высокая потребность,1,Договор заключен
649,Ритейл,14789675,Постоянный,Срочная потребность,1,Договор заключен
650,Торговля,2532092,Новый,Срочная потребность,0,Договор расторгнут
651,Продажи,1576229,Постоянный,Средняя потребность,0,Холодный звонок
652,Консалтинг,8286133,Новый,Срочная потребность,1,Договор заключен
653,Строительство,10386395,Постоянный,Высокая потребность,1,Договор заключен
654,Торговля,13422177,Постоянный,Средняя потребность,0,Холодный звонок
655,Продажи,9709593,Постоянный,Срочная потребность,0,Договор расторгнут
656,Продажи,10365619,Постоянный,Средняя потребность,0,Холодный звонок
657,Торговля,18445446,Постоянный,Высокая потребность,1,Договор заключен
658,Консалтинг,6797341,Постоянный,Низкая потребность,1,Договор заключен
659,Маркетинг,9946105,Постоянный,Средняя потребность,0,Холодный звонок
660,Финансы,11214096,Постоянный,Срочная потребность,1,Договор заключен
661,Строительство,9446162,Постоянный,Средняя потребность,0,Холодный звонок
662,Торговля,19367186,Постоянный,Средняя потребность,1,Договор заключен
663,Маркетинг,19249669,Новый,Средняя потребность,1,Договор заключен
664,Строительство,10335451,Постоянный,Высокая потребность,0,Договор расторгнут
665,Консалтинг,9093942,Постоянный,Высокая потребность,0,Работа над договором
666,Консалтинг,11841032,Новый,Срочная потребность,1,Договор заключен
667,Продажи,3740555,Новый,Нет потребности,0,Работа над договором
668,Ритейл,8605721,Постоянный,Высокая потребность,1,Договор заключен
669,Ритейл,4455785,Новый,Средняя потребность,0,Работа над договором
670,Маркетинг,3009397,Постоянный,Высокая потребность,0,Холодный звонок
671,Ритейл,2039472,Постоянный,Средняя потребность,0,Холодный звонок
672,Консалтинг,11803289,Постоянный,Средняя потребность,1,Договор заключен
673,Консалтинг,161277,Постоянный,Средняя потребность,0,Договор расторгнут
674,Маркетинг,12976529,Постоянный,Высокая потребность,1,Договор заключен
675,Консалтинг,8724121,Постоянный,Высокая потребность,0,Работа над договором
676,Торговля,7424681,Постоянный,Средняя потребность,0,Холодный звонок
677,Консалтинг,15419465,Постоянный,Срочная потребность,1,Договор заключен
678,Маркетинг,10844183,Постоянный,Высокая потребность,1,Договор заключен
679,Продажи,14709308,Постоянный,Средняя потребность,1,Договор заключен
680,Ритейл,14233066,Постоянный,Высокая потребность,1,Договор заключен
681,Торговля,788159,Постоянный,Срочная потребность,0,Договор расторгнут
682,Маркетинг,4427522,Постоянный,Низкая потребность,0,Работа над договором
683,Ритейл,11464160,Постоянный,Высокая потребность,1,Договор заключен
684,Ритейл,19514589,Постоянный,Средняя потребность,1,Договор заключен
685,Строительство,3212520,Постоянный,Высокая потребность,0,Работа над договором
686,Торговля,2245328,Новый,Средняя потребность,0,Работа над договором
687,Финансы,18830364,Постоянный,Высокая потребность,1,Договор заключен
688,Консалтинг,19341018,Новый,Средняя потребность,1,Договор заключен
689,Продажи,3472195,Постоянный,Высокая потребность,0,Холодный звонок
690,Торговля,8123901,Постоянный,Срочная потребность,1,Договор заключен
691,Ритейл,12588788,Постоянный,Средняя потребность,1,Договор заключен
692,Торговля,4025273,Постоянный,Срочная потребность,1,Договор заключен
693,Ритейл,6625831,Новый,Срочная потребность,1,Договор заключен
694,Ритейл,7996480,Новый,Срочная потребность,0,Холодный звонок
695,Маркетинг,12884992,Новый,Низкая потребность,0,Работа над договором
696,Строительство,6265076,Постоянный,Срочная потребность,1,Договор заключен
697,Торговля,8333333,Постоянный,Нет потребности,0,Холодный звонок
698,Консалтинг,5898224,Постоянный,Средняя потребность,1,Договор заключен
699,Маркетинг,15228914,Постоянный,Срочная потребность,1,Договор заключен
700,Маркетинг,3187743,Постоянный,Высокая потребность,0,Договор расторгнут
701,Продажи,4728980,Постоянный,Высокая потребность,0,Работа над договором
702,Консалтинг,5112292,Постоянный,Средняя потребность,0,Холодный звонок
703,Строительство,18129968,Новый,Срочная потребность,1,Договор заключен
704,Строительство,18897854,Постоянный,Высокая потребность,1,Договор заключен
705,Маркетинг,10079161,Постоянный,Средняя потребность,0,Холодный звонок
706,Продажи,3254546,Постоянный,Срочная потребность,1,Договор заключен
707,Маркетинг,15158448,Постоянный,Средняя потребность,0,Работа над договором
708,Консалтинг,9918000,Постоянный,Низкая потребность,0,Договор расторгнут
709,Продажи,17017144,Постоянный,Высокая потребность,0,Холодный звонок
710,Продажи,7295891,Постоянный,Срочная потребность,0,Договор расторгнут
711,Консалтинг,19976747,Постоянный,Средняя потребность,0,Работа над договором
712,Продажи,16169016,Новый,Средняя потребность,0,Работа над договором
713,Торговля,4595321,Постоянный,Низкая потребность,0,Договор расторгнут
714,Торговля,14552083,Постоянный,Срочная потребность,1,Договор заключен
715,Ритейл,5844814,Постоянный,Средняя потребность,1,Договор заключен
716,Торговля,7093370,Постоянный,Высокая потребность,1,Договор заключен
717,Продажи,5121096,Постоянный,Срочная потребность,1,Договор заключен
718,Продажи,13692060,Постоянный,Нет потребности,0,Договор расторгнут
719,Строительство,5367995,Постоянный,Высокая потребность,1,Договор заключен
720,Консалтинг,12830162,Постоянный,Высокая потребность,1,Договор заключен
721,Маркетинг,11711528,Постоянный,Высокая потребность,1,Договор заключен
722,Ритейл,15053359,Постоянный,Средняя потребность,1,Договор заключен
723,Торговля,19871422,Новый,Средняя потребность,1,Договор заключен
724,Маркетинг,325083,Постоянный,Низкая потребность,0,Договор расторгнут
725,Торговля,19807020,Постоянный,Высокая потребность,1,Договор заключен
726,Маркетинг,2320666,Новый,Высокая потребность,0,Холодный звонок
727,Торговля,10606448,Постоянный,Низкая потребность,0,Работа над договором
728,Маркетинг,6916662,Постоянный,Средняя потребность,0,Работа над договором
729,Продажи,12834690,Новый,Срочная потребность,0,Холодный звонок
730,Консалтинг,14476472,Постоянный,Нет потребности,0,Работа над договором
731,Торговля,17220415,Постоянный,Средняя потребность,1,Договор заключен
732,Финансы,8129295,Постоянный,Высокая потребность,1,Договор заключен
733,Ритейл,18668729,Постоянный,Средняя потребность,1,Договор заключен
734,Торговля,6550340,Постоянный,Средняя потребность,1,Договор заключен
735,Строительство,4196633,Постоянный,Средняя потребность,0,Холодный звонок
736,Консалтинг,7675771,Постоянный,Низкая потребность,0,Договор расторгнут
737,Торговля,10641553,Постоянный,Высокая потребность,0,Работа над договором
738,Финансы,13412972,Постоянный,Высокая потребность,1,Договор заключен
739,Торговля,16681815,Постоянный,Высокая потребность,1,Договор заключен
740,Ритейл,4613413,Постоянный,Низкая потребность,0,Холодный звонок
741,Торговля,6168561,Новый,Срочная потребность,0,Холодный звонок
742,Торговля,18782783,Постоянный,Низкая потребность,1,Договор заключен
743,Консалтинг,8880209,Постоянный,Высокая потребность,0,Холодный звонок
744,Строительство,4945181,Постоянный,Средняя потребность,1,Договор заключен
745,Торговля,19714578,Постоянный,Высокая потребность,1,Договор заключен
746,Финансы,9062081,Постоянный,Низкая потребность,0,Договор расторгнут
747,Продажи,19703176,Постоянный,Низкая потребность,0,Холодный звонок
748,Финансы,18398420,Постоянный,Высокая потребность,1,Договор заключен
749,Финансы,18136220,Новый,Нет потребности,0,Холодный звонок
750,Строительство,11699494,Новый,Средняя потребность,0,Холодный звонок
751,Ритейл,15999199,Постоянный,Высокая потребность,1,Договор заключен
752,Строительство,19217023,Постоянный,Срочная потребность,1,Договор заключен
753,Маркетинг,5492240,Постоянный,Низкая потребность,0,Работа над договором
754,Ритейл,899299,Постоянный,Срочная потребность,0,Холодный звонок
755,Продажи,6518873,Постоянный,Высокая потребность,1,Договор заключен
756,Продажи,12792433,Новый,Срочная потребность,0,Договор расторгнут
757,Торговля,11013564,Постоянный,Высокая потребность,0,Работа над договором
758,Финансы,1749605,Новый,Высокая потребность,0,Договор расторгнут
759,Маркетинг,11281430,Постоянный,Высокая потребность,1,Договор заключен
760,Торговля,3611811,Новый,Высокая потребность,1,Договор заключен
761,Строительство,10184230,Постоянный,Срочная потребность,1,Договор заключен
762,Продажи,11577654,Постоянный,Низкая потребность,1,Договор заключен
763,Ритейл,12787905,Постоянный,Средняя потребность,1,Договор заключен
764,Ритейл,8339213,Новый,Нет потребности,0,Работа над договором
765,Финансы,8255211,Постоянный,Срочная потребность,1,Договор заключен
766,Торговля,13619679,Новый,Средняя потребность,0,Работа над договором
767,Консалтинг,15021107,Постоянный,Высокая потребность,1,Договор заключен
768,Продажи,16183654,Новый,Срочная потребность,0,Холодный звонок
769,Маркетинг,6770966,Постоянный,Срочная потребность,1,Договор заключен
770,Финансы,8567913,Постоянный,Низкая потребность,0,Работа над договором
771,Консалтинг,6713938,Новый,Высокая потребность,0,Работа над договором
772,Ритейл,10621746,Постоянный,Срочная потребность,1,Договор заключен
773,Маркетинг,2675435,Постоянный,Нет потребности,0,Работа над договором
774,Торговля,8687314,Постоянный,Высокая потребность,0,Холодный звонок
775,Торговля,3895937,Постоянный,Средняя потребность,0,Холодный звонок
776,Ритейл,10718281,Постоянный,Высокая потребность,1,Договор заключен
777,Финансы,17032839,Постоянный,Высокая потребность,1,Договор заключен
778,Маркетинг,19710101,Постоянный,Средняя потребность,1,Договор заключен
779,Строительство,9008704,Новый,Низкая потребность,0,Работа над договором
780,Торговля,1268149,Постоянный,Низкая потребность,0,Работа над договором
781,Ритейл,4673175,Постоянный,Низкая потребность,0,Работа над договором
782,Консалтинг,2230653,Постоянный,Высокая потребность,0,Работа над договором
783,Маркетинг,15222920,Постоянный,Средняя потребность,1,Договор заключен
784,Маркетинг,19695754,Постоянный,Низкая потребность,1,Договор заключен
785,Продажи,11146525,Новый,Высокая потребность,1,Договор заключен
786,Консалтинг,3660438,Новый,Высокая потребность,0,Холодный звонок
787,Маркетинг,569946,Постоянный,Высокая потребность,0,Работа над договором
788,Консалтинг,19525409,Постоянный,Срочная потребность,0,Работа над договором
789,Продажи,6429774,Постоянный,Средняя потребность,0,Работа над договором
790,Маркетинг,2373414,Постоянный,Срочная потребность,1,Договор заключен
791,Маркетинг,3663478,Постоянный,Нет потребности,0,Холодный звонок
792,Продажи,5216809,Постоянный,Высокая потребность,1,Договор заключен
793,Торговля,13169076,Постоянный,Срочная потребность,1,Договор заключен
794,Торговля,17851899,Постоянный,Срочная потребность,1,Договор заключен
795,Продажи,5609366,Постоянный,Высокая потребность,0,Работа над договором
796,Финансы,13791733,Постоянный,Высокая потребность,1,Договор заключен
797,Ритейл,1439193,Постоянный,Средняя потребность,0,Работа над договором
798,Продажи,350544,Постоянный,Высокая потребность,1,Договор заключен
799,Финансы,1240459,Постоянный,Высокая потребность,1,Договор заключен
800,Продажи,18474099,Постоянный,Срочная потребность,1,Договор заключен
801,Маркетинг,11697286,Постоянный,Высокая потребность,1,Договор заключен
802,Финансы,16132619,Постоянный,Нет потребности,0,Холодный звонок
803,Продажи,581210,Постоянный,Высокая потребность,1,Договор заключен
804,Ритейл,591330,Постоянный,Низкая потребность,1,Договор заключен
805,Торговля,16998523,Новый,Средняя потребность,0,Работа над договором
