ID клиента,Вероятность заключения договора,"Вероятность заключения договора, %"
935,0.8160690947871784,81.6
936,0.3259603414548007,32.6
937,0.28060789314818707,28.1
938,0.7748147668557728,77.5
939,0.1799900156003193,18.0
940,0.6172598135593997,61.7
941,0.5200099746930105,52.0
942,0.9318063757787404,93.2
943,0.5716529529237615,57.2
944,0.09140060453775091,9.1
945,0.3857977702157113,38.6
946,0.18711550343157543,18.7
947,0.5421790198394638,54.2
948,0.7218488163380314,72.2
949,0.7766706309923919,77.7
950,0.19047460072234848,19.0
951,0.41398802281448127,41.4
952,0.4391041507778569,43.9
953,0.7158546653478913,71.6
954,0.6493079132656764,64.9
955,0.6362755120623117,63.6
956,0.21460546678729606,21.5
957,0.2233054226809188,22.3
958,0.09908312151901268,9.9
959,0.3841530376688497,38.4
960,0.6612876835319443,66.1
961,0.8086299592230963,80.9
962,0.32080639931651234,32.1
963,0.3762898724473812,37.6
964,0.3207416628727582,32.1
965,0.8200600637484828,82.0
966,0.5083655734723527,50.8
967,0.2780718079805362,27.8
968,0.595700314200435,59.6
969,0.5987624275668257,59.9
970,0.5139600092353921,51.4
971,0.4844331575899173,48.4
972,0.1625096621276701,16.3
973,0.6810277212137382,68.1
974,0.33880017469353313,33.9
975,0.8364621848073869,83.6
976,0.9067386270169908,90.7
977,0.725296419376124,72.5
978,0.2727067484060843,27.3
979,0.4824460363673409,48.2
980,0.5651506578867574,56.5
981,0.11530443290862723,11.5
982,0.558260941225506,55.8
983,0.6883246958968668,68.8
984,0.2416149848904393,24.2
985,0.3430801832374711,34.3
986,0.07519426757527195,7.5
987,0.32042076913632384,32.0
988,0.10570996173800173,10.6
989,0.4851423432559637,48.5
990,0.7694390595081718,76.9
991,0.9532147397349795,95.3
992,0.17360618356640747,17.4
993,0.776419834841739,77.6
994,0.6417984172837152,64.2
995,0.1482177653587576,14.8
996,0.40644897027367183,40.6
997,0.17713622220845618,17.7
998,0.9231556305540759,92.3
999,0.34677155601473486,34.7
1000,0.41163360235516405,41.2
